200	0.166423
201	0.161753
202	0.164776
203	0.165005
204	0.168715
205	0.178836
206	0.181356
207	0.176569
208	0.196292
209	0.185464
210	0.181495
211	0.187029
212	0.196861
213	0.190815
214	0.192212
215	0.204185
216	0.205431
217	0.210347
218	0.218768
219	0.236041
220	0.213663
221	0.217412
222	0.197153
223	0.230768
224	0.263602
225	0.227577
226	0.2265
227	0.235877
228	0.241842
229	0.238177
230	0.213852
231	0.244293
232	0.279209
233	0.254302
234	0.225005
235	0.250872
236	0.25698
237	0.268235
238	0.261029
239	0.2489
240	0.290458
241	0.296922
242	0.243813
243	0.278146
244	0.288354
245	0.298964
246	0.286703
247	0.29508
248	0.299135
249	0.306022
250	0.335545
251	0.349457
252	0.319857
253	0.32215
254	0.316614
255	0.332556
256	0.611489
257	0.335691
258	0.342632
259	0.309779
260	0.3853
261	0.323117
262	0.356591
263	0.360574
264	0.367464
265	0.369913
266	0.374609
267	0.428792
268	0.380244
269	0.385036
270	0.401106
271	0.428889
272	0.450707
273	0.375825
274	0.409271
275	0.424024
276	0.370834
277	0.430348
278	0.392042
279	0.442399
280	0.391505
281	0.456479
282	0.399691
283	0.460795
284	0.459962
285	0.461097
286	0.486333
287	0.493856
288	0.573383
289	0.489258
290	0.443642
291	0.442103
292	0.615145
293	0.513738
294	0.581231
295	0.512682
296	0.526524
297	0.52833
298	0.474449
299	0.476728
