200	0.006322
201	0.00636
202	0.006874
203	0.006303
204	0.006651
205	0.006332
206	0.006922
207	0.005968
208	0.006858
209	0.006129
210	0.006005
211	0.006532
212	0.006847
213	0.006769
214	0.006385
215	0.00798
216	0.008725
217	0.008262
218	0.007583
219	0.007442
220	0.007079
221	0.006978
222	0.007515
223	0.00725
224	0.010538
225	0.007867
226	0.00736
227	0.007771
228	0.008139
229	0.007783
230	0.009114
231	0.007936
232	0.00795
233	0.008176
234	0.008411
235	0.008292
236	0.009333
237	0.009152
238	0.009807
239	0.009934
240	0.011001
241	0.009636
242	0.009151
243	0.009258
244	0.009809
245	0.009839
246	0.009904
247	0.010547
248	0.010729
249	0.010648
250	0.011069
251	0.011036
252	0.011182
253	0.010798
254	0.010579
255	0.011247
256	0.039287
257	0.011152
258	0.012737
259	0.011664
260	0.011868
261	0.011889
262	0.011834
263	0.013624
264	0.013445
265	0.012908
266	0.012429
267	0.012622
268	0.012985
269	0.012771
270	0.013048
271	0.014739
272	0.015569
273	0.014148
274	0.014132
275	0.01425
276	0.014241
277	0.015967
278	0.015123
279	0.014846
280	0.014769
281	0.015892
282	0.016873
283	0.016922
284	0.016888
285	0.017102
286	0.017582
287	0.01689
288	0.024108
289	0.01746
290	0.017475
291	0.018143
292	0.017128
293	0.017527
294	0.018069
295	0.017756
296	0.017471
297	0.017817
298	0.01814
299	0.018336
