200	0.005255
201	0.00528
202	0.0057
203	0.005826
204	0.006002
205	0.006401
206	0.00569
207	0.005691
208	0.006665
209	0.005842
210	0.00641
211	0.008177
212	0.006929
213	0.008324
214	0.007863
215	0.00671
216	0.006998
217	0.006765
218	0.007404
219	0.007009
220	0.006796
221	0.006932
222	0.006841
223	0.007174
224	0.011708
225	0.009677
226	0.009858
227	0.008535
228	0.008598
229	0.00794
230	0.00827
231	0.008045
232	0.008257
233	0.008049
234	0.008351
235	0.008514
236	0.008825
237	0.008518
238	0.008645
239	0.010532
240	0.011539
241	0.010365
242	0.00932
243	0.009078
244	0.009528
245	0.009547
246	0.010254
247	0.010997
248	0.010295
249	0.010472
250	0.010393
251	0.011499
252	0.010711
253	0.010653
254	0.010973
255	0.011105
256	0.037775
257	0.011288
258	0.01123
259	0.011544
260	0.011533
261	0.012786
262	0.011836
263	0.012243
264	0.013126
265	0.012273
266	0.012247
267	0.012924
268	0.012803
269	0.012796
270	0.012841
271	0.015105
272	0.017626
273	0.014291
274	0.013802
275	0.016328
276	0.01413
277	0.014115
278	0.014237
279	0.015714
280	0.014565
281	0.015089
282	0.01529
283	0.015017
284	0.015252
285	0.015936
286	0.015606
287	0.015833
288	0.02412
289	0.016063
290	0.018044
291	0.018321
292	0.019173
293	0.017923
294	0.017573
295	0.018604
296	0.019342
297	0.017749
298	0.018878
299	0.018617
